order_id,customer_id,customer_name,email,order_date,ship_date,product_id,product_name,category,region,city,quantity,unit_price,discount,revenue,payment_method,customer_segment,rating
ORD001823,CUST00571,Tammy Crawford,pottertyler@example.com,2023-12-23,2023-12-28,PROD242,Robust tertiary moderator,Electronics,South,Atlanta,6.0,313.01,0.05,1784.16,credit card,New,
ORD001824,CUST00597,Kenneth Miller,peterrangel@example.net,2023-07-29,2023-08-06,PROD763,Ameliorated 6thgeneration portal,Sports,East,Philadelphia,3.0,74.74,0.15,190.59,PayPal,New,4.0
ORD001825,CUST01128,Zachary Caldwell,myersjoel@example.com,2024-07-04,2024-07-10,PROD663,Front-line 24/7 structure,Electronics,East,Washington DC,2.0,7833.92,0.05,294.99,PayPal,Returning,4.0
ORD001826,CUST00896,Ms. Judy Branch,sanchezthomas@example.com,2023-02-22,2023-03-01,PROD155,User-centric exuding matrices,Sports,South,Miami,8.0,359.19,0.05,2729.84,Credit Card,New,5.0
ORD001827,CUST01161,John Clark,jamieklein@example.com,2023-05-11,2023-05-13,PROD346,Diverse maximized core,CLOTHING,Central,Kansas City,7.0,126.91,0.15,755.11,,Returning,
ORD001828,CUST00785,Mckenzie Daniels,gsullivan@example.net,2023-08-31,2023-09-03,PROD376,Fully-configurable maximized archive,Electronics,East,Philadelphia,6.0,458.6,0.0,2751.6,Credit Card,New,
ORD001829,CUST00220,Michelle Rosario,,2023-09-05,2023-09-13,PROD556,Enterprise-wide stable adapter,Sports,West,San Francisco,3.0,550.99,0.0,1652.97,Credit Card,Returning,4.0
ORD001830,CUST00557,Anthony Torres,catherinewheeler@example.net,2023-06-03,2023-06-15,PROD121,User-friendly eco-centric monitoring,electronics,West,Portland,7.0,18.7,0.2,104.72,,New,4.0
ORD001831,CUST00425,Andrew Scott,allentheresa@example.com,2024-01-17,2024-01-20,PROD488,Multi-layered neutral core,Sports,Central,Denver,7.0,105.19,0.05,699.51,Apple Pay,VIP,
ORD001832,CUST00737,Jennifer Garcia,newtonjacqueline@example.org,2024-10-22,2024-11-03,PROD361,Progressive client-server neural-net,Electronics,Central,Denver,1.0,236.38,0.0,236.38,PayPal,New,3.0
ORD001833,CUST00747,Kimberly Watson,emily14@example.net,2023-06-22,2023-06-26,PROD666,Quality-focused 4thgeneration emulation,electronics,West,San Francisco,4.0,508.31,0.05,1931.58,Credit Card,Returning,3.0
ORD001834,CUST00470,Diane Carlson,philip19@example.com,2023-10-28,2023-10-31,PROD686,Quality-focused mobile extranet,electronics,West,San Francisco,5.0,523.25,0.0,2616.25,PAYPAL,VIP,
ORD001835,CUST00401,Kelly Adams,chasewilliams@example.org,2024-07-15,2024-07-23,PROD646,User-friendly analyzing success,CLOTHING,South,Miami,3.0,145.57,0.2,349.37,Apple Pay,Returning,3.0
ORD001836,CUST00558,Kimberly Sherman,morriskimberly@example.com,2024-06-30,2024-07-03,PROD149,Business-focused discrete utilization,Clothing,South,Atlanta,-1.0,198.66,0.0,-198.66,PAYPAL,New,
ORD001837,CUST00509,Daniel Christian,daniellewhite@example.com,2024-08-10,,PROD394,Compatible executive focus group,Home & Garden,Central,Kansas City,8.0,109.21,0.0,873.68,PAYPAL,Returning,
ORD001838,CUST00830,Michael Hanson,diazpamela@example.org,2024-06-21,2024-06-29,PROD924,Profound zero tolerance knowledgebase,CLOTHING,West,Portland,6.0,472.9,0.1,2553.66,Credit Card,Returning,3.0
ORD001839,CUST00998,Frances Chan,dylan17@example.net,2024-09-10,2024-09-17,PROD909,Organized web-enabled task-force,Clothing,East,New York,5.0,11533.06,0.0,1136.55,Debit Card,Returning,3.0
ORD001840,CUST00956,Jeremiah Lamb,alyssa05@example.com,2023-05-26,2023-05-27,PROD351,Profit-focused impactful open architecture,electronics,West,San Francisco,8.0,155.49,0.05,1181.72,credit card,VIP,3.0
ORD001841,CUST00727,James Fox,mcfarlandjennifer@example.com,2023-12-25,,PROD169,Sharable solution-oriented Local Area Network,CLOTHING,East,New York,7.0,51.48,0.0,360.36,Debit Card,New,5.0
ORD001842,CUST00448,Curtis Mora,whitechristopher@example.net,2023-04-14,2023-04-17,PROD455,Re-contextualized content-based knowledgebase,Books,South,Houston,5.0,40.63,0.1,182.84,PayPal,New,
ORD001843,CUST01160,Lisa Gibson,michelleleonard@example.com,2024-03-24,2024-04-01,PROD831,Ameliorated multi-state paradigm,Home & Garden,Central,Dallas,1.0,401.46,0.1,361.31,credit card,Returning,2.0
ORD001844,CUST00621,Sheri Nelson,,2023-04-06,2023-04-16,PROD255,Expanded eco-centric capability,Clothing,South,Atlanta,7.0,136.04,0.0,952.28,,New,2.0
ORD001845,CUST00960,Maria Walsh,mark12@example.com,2023-06-17,2023-06-18,PROD931,Re-contextualized optimizing benchmark,Clothing,North,Chicago,8.0,473.27,0.0,3786.16,,Returning,3.0
ORD001846,CUST01079,Daniel Brown,michael78@example.com,2024-08-13,2024-08-22,PROD708,Vision-oriented methodical knowledge user,Home & Garden,West,Seattle,6.0,380.76,0.0,2284.56,Debit Card,New,1.0
ORD001847,CUST00829,Jerry Phelps,whitejames@example.org,2023-10-06,2023-10-12,PROD668,Down-sized interactive workforce,CLOTHING,West,Portland,5.0,301.83,0.15,1282.78,PAYPAL,New,2.0
ORD001848,CUST00859,Beth Singleton,kdavis@example.net,2023-04-11,2023-04-23,PROD778,Upgradable web-enabled projection,Home & Garden,West,San Francisco,6.0,250.52,0.05,1427.96,PayPal,VIP,1.0
ORD001849,CUST00243,Kerry Johnson,melissamayo@example.com,2024-03-18,2024-03-21,PROD319,Virtual upward-trending migration,Clothing,West,Portland,1.0,203.6,0.0,203.6,PAYPAL,New,2.0
ORD001850,CUST00169,Mrs. Christina Cole,philliprogers@example.com,2023-12-11,2023-12-14,PROD912,De-engineered empowering monitoring,Sports,Central,Denver,7.0,512.65,0.0,3588.55,credit card,New,1.0
ORD001851,CUST00732,Dr. William Wilson,ywiggins@example.com,2023-07-01,2023-07-02,PROD696,Ameliorated mission-critical core,Electronics,North,Milwaukee,6.0,408.85,0.2,1962.48,Credit Card,Returning,
ORD001852,CUST00147,Jeanne Russell,luislopez@example.org,2024-02-05,2024-02-13,PROD758,Horizontal multi-state function,Electronics,South,Atlanta,5.0,371.18,0.1,1670.31,,New,5.0
ORD001853,CUST00927,Sheri Cox,dennis54@example.org,2023-02-02,2023-02-09,PROD926,Fully-configurable background system engine,electronics,South,Miami,3.0,418.47,0.2,1004.33,PAYPAL,VIP,3.0
ORD001854,CUST00242,Kevin Hodge,bellchelsea@example.com,2023-09-04,2023-09-12,PROD440,Cross-platform systemic strategy,Electronics,East,Boston,3.0,26.89,0.0,80.67,,New,4.0
ORD001855,CUST00970,Kenneth Poole,theresabanks@example.org,2023-05-06,2023-05-17,PROD961,Universal contextually-based Local Area Network,Sports,West,Portland,5.0,562.77,0.0,2813.85,PayPal,New,
ORD001856,CUST00670,Sharon Mora,khill@example.org,2024-11-05,2024-11-12,PROD988,Versatile object-oriented pricing structure,Books,West,Portland,6.0,272.52,0.2,1308.1,Credit Card,VIP,2.0
ORD001857,CUST00492,Christopher Holloway,waltonjennifer@example.net,2023-04-06,2023-04-14,PROD139,Business-focused fresh-thinking functionalities,electronics,East,Washington DC,6.0,93.16,0.0,558.96,credit card,New,3.0
ORD001858,CUST01035,Joseph Rodriguez,megansanders@example.com,2023-12-12,2023-12-13,PROD301,Expanded clear-thinking hub,Electronics,Central,Kansas City,4.0,130.58,0.0,522.32,credit card,Returning,4.0
ORD001859,CUST00129,Anthony Finley,james12@example.com,2024-07-05,2024-07-13,PROD336,Profit-focused optimizing workforce,Electronics,Central,Kansas City,6.0,15.66,0.1,84.56,PAYPAL,Returning,4.0
ORD001860,CUST01087,Tracy Hester,sestrada@example.net,29/10/2024,2024-10-30,PROD148,Visionary local contingency,Books,East,Philadelphia,5.0,239.91,0.0,1199.55,PAYPAL,Returning,5.0
ORD001861,CUST00105,Mrs. Deborah Chapman,smithaaron@example.org,2023-01-17,2023-01-26,PROD975,Customer-focused context-sensitive portal,electronics,Central,Nashville,5.0,462.5,0.15,1965.62,Apple Pay,Returning,3.0
ORD001862,CUST00043,Zachary Cruz,whodge@example.net,2023-01-15,2023-01-26,PROD363,Up-sized 24hour superstructure,Home & Garden,South,Atlanta,6.0,389.87,0.05,2222.26,Apple Pay,New,2.0
ORD001863,CUST00249,Angela Petersen,tara07@example.net,2023-10-23,2023-10-28,PROD283,Customizable needs-based time-frame,home & garden,East,New York,2.0,8593.27,0.0,100.7,Apple Pay,New,5.0
ORD001864,CUST00189,Crystal Conley,laurenwilson@example.net,2024-06-07,2024-06-09,PROD735,Customer-focused asynchronous architecture,Home & Garden,Central,Nashville,5.0,472.37,0.0,2361.85,PAYPAL,Returning,1.0
ORD001865,CUST00720,Gabriel Ray,,2023-12-17,2023-12-20,PROD894,Cross-group 24/7 emulation,Home & Garden,South,Atlanta,4.0,289.82,0.2,927.42,Debit Card,New,5.0
ORD001866,CUST00794,Kristin Wu,jeremyalvarez@example.com,2023-08-21,2023-09-01,PROD684,Reactive asymmetric strategy,CLOTHING,West,Los Angeles,-8.0,336.69,0.05,-2558.84,credit card,VIP,
ORD001867,CUST01067,Tammy Malone,palmerderek@example.com,2023-01-08,2023-01-14,PROD843,Multi-tiered foreground workforce,electronics,East,Washington DC,2.0,84.78,0.0,169.56,Credit Card,Returning,1.0
ORD001868,CUST00113,Michelle Garcia,njones@example.net,2023-11-16,2023-11-25,PROD256,Reverse-engineered dedicated throughput,Books,East,Boston,5.0,28.17,0.0,140.85,PAYPAL,Returning,1.0
ORD001869,CUST00584,Alicia Humphrey,smithamanda@example.com,2023-03-18,2023-03-26,PROD972,Intuitive real-time contingency,Clothing,Central,Kansas City,5.0,247.09,0.0,1235.45,Credit Card,New,3.0
ORD001870,CUST00638,David Mcneil,ocurtis@example.org,2023-05-07,2023-05-10,PROD662,Customizable exuding customer loyalty,Sports,East,Philadelphia,2.0,142.75,0.0,285.5,PAYPAL,Returning,3.0
ORD001871,CUST00191,Laura Mueller,vjackson@example.org,2023-04-13,2023-04-20,PROD702,Open-source intermediate initiative,Books,Central,Kansas City,,190.58,0.05,181.05,Apple Pay,New,
ORD001872,CUST00380,Jeffrey Alexander,valerie94@example.net,2024-07-08,2024-07-10,PROD323,Re-contextualized secondary open system,Clothing,East,Washington DC,4.0,53.8,0.0,215.2,Debit Card,New,
ORD001873,CUST00385,Kenneth Scott,gabrielrodriguez@example.com,2024-02-22,2024-02-23,PROD944,Stand-alone fault-tolerant adapter,Sports,Central,Denver,5.0,348.13,0.15,1479.55,PayPal,New,5.0
ORD001874,CUST01020,Brenda Robertson,,2023-10-03,2023-10-07,PROD690,Up-sized mission-critical open system,Sports,West,Seattle,2.0,425.61,0.0,851.22,credit card,Returning,
ORD001875,CUST00148,Mark Stephenson,cgreer@example.org,2024-12-29,2024-12-30,PROD767,Customer-focused tertiary hub,Clothing,South,Atlanta,4.0,448.2,0.15,1523.88,Credit Card,Returning,1.0
ORD001876,CUST00253,Kenneth Brady,jacqueline84@example.org,2023-12-16,2023-12-20,PROD554,Reduced 5thgeneration intranet,Home & Garden,West,Los Angeles,3.0,435.97,0.2,1046.33,PAYPAL,Returning,2.0
ORD001877,CUST00896,Michael Perez,heatherduncan@example.net,2023-07-12,2023-07-23,PROD569,Virtual 24hour neural-net,electronics,West,Seattle,4.0,11953.74,0.0,1186.0,Debit Card,Returning,3.0
ORD001878,CUST01085,Edwin Luna,thomascarla@example.net,2023-10-14,2023-10-17,PROD984,Fundamental regional projection,Home & Garden,South,Miami,1.0,286.57,0.2,229.26,Apple Pay,VIP,3.0
ORD001879,CUST00996,Beverly Townsend,kristopher01@example.org,2023-08-14,2023-08-22,PROD374,Digitized multi-state architecture,electronics,South,New Orleans,1.0,469.7,0.15,399.25,,New,1.0
ORD001880,CUST00517,Richard Gonzales,danielletrujillo@example.com,2024-02-18,2024-02-19,PROD918,Customizable bifurcated architecture,Electronics,East,Philadelphia,2.0,148.53,0.0,297.06,Debit Card,Returning,5.0
ORD001881,CUST00986,Shannon Baker,katrinagarcia@example.com,2023-01-21,2023-01-27,PROD923,Seamless client-server project,Books,North,Detroit,7.0,342.93,0.0,2400.51,Debit Card,Returning,
ORD001882,CUST00094,Stephen Greer,vanessa55@example.net,2023-04-09,2023-04-16,PROD541,Cross-group cohesive adapter,Home & Garden,Central,Kansas City,4.0,534.7,0.0,2138.8,Credit Card,Returning,1.0
ORD001883,CUST00149,Stacy Jones,littledawn@example.org,2023-08-25,2023-09-01,PROD319,Exclusive client-driven knowledgebase,electronics,Central,Denver,4.0,282.91,0.1,1018.48,Credit Card,New,1.0
ORD001884,CUST00698,Michelle Curtis,icosta@example.org,2023-05-04,2023-05-09,PROD864,Multi-layered maximized emulation,Sports,Central,Nashville,8.0,536.4,0.0,4291.2,PAYPAL,New,4.0
ORD001885,CUST00844,Wanda Davis,anthony43@example.org,2024-11-04,2024-11-16,PROD100,Profit-focused client-driven standardization,Books,East,Boston,8.0,491.15,0.0,3929.2,PayPal,VIP,
ORD001886,CUST00353,Jonathan Rivera,ytran@example.org,2023-01-28,,PROD302,Synergized regional architecture,Electronics,West,San Francisco,1.0,402.04,0.0,402.04,Apple Pay,New,4.0
ORD001887,CUST00614,Kevin Daniel,benjamin93@example.com,2023-02-02,2023-02-04,PROD487,Advanced mission-critical toolset,Books,South,Atlanta,,223.15,0.2,714.08,PayPal,New,2.0
ORD001888,CUST00470,Laura Ramirez,david29@example.org,2023-03-28,2023-03-31,PROD643,Vision-oriented context-sensitive architecture,Electronics,West,Los Angeles,3.0,251.96,0.05,718.09,,VIP,5.0
ORD001889,CUST00353,Bradley Contreras,peterselizabeth@example.com,2023-06-11,2023-06-21,PROD851,Synergistic zero administration Graphic Interface,Home & Garden,East,Washington DC,4.0,572.4,0.05,2175.12,PAYPAL,New,4.0
ORD001890,CUST00111,Shannon Simpson,schroederjasmine@example.com,2024-07-02,2024-07-10,PROD765,Cloned bottom-line complexity,CLOTHING,East,Washington DC,2.0,478.98,0.0,957.96,credit card,Returning,1.0
ORD001891,CUST01114,Teresa Castaneda,gwong@example.com,2024-07-05,2024-07-09,PROD365,Mandatory systematic functionalities,Books,Central,Denver,4.0,545.26,0.1,1962.94,,New,2.0
ORD001892,CUST01061,Heather Vaughn DVM,snowlori@example.org,2024-05-17,2024-05-21,PROD878,Optional zero-defect task-force,Electronics,North,Milwaukee,4.0,420.77,0.0,1683.08,Debit Card,Returning,
ORD001893,CUST00063,Christina Castillo,duketimothy@example.com,2023-02-03,2023-02-04,PROD804,Adaptive scalable website,Books,East,New York,1.0,518.42,0.15,440.66,PAYPAL,New,
ORD001894,CUST00641,Tom Young,nicoleward@example.com,2023-02-28,2023-03-11,PROD367,Multi-channeled zero tolerance parallelism,Books,Central,Kansas City,1.0,432.94,0.0,432.94,,Returning,5.0
ORD001895,CUST00592,Brian Obrien,piercekayla@example.org,2023-10-22,2023-10-30,PROD578,Progressive stable interface,Home & Garden,Central,Nashville,,94.59,0.2,151.34,,New,
ORD001896,CUST00564,Jeremiah Henry,jacobbishop@example.com,2024-01-22,2024-01-28,PROD375,Up-sized demand-driven time-frame,Sports,East,Boston,2.0,220.07,0.1,396.13,PayPal,New,1.0
ORD001897,CUST00963,Jeff Lin,jodi47@example.net,2023-06-24,2023-07-04,PROD732,Ameliorated full-range synergy,Clothing,East,Philadelphia,1.0,333.76,0.0,333.76,Credit Card,Returning,
ORD001898,CUST00803,Michael Murphy,davislynn@example.com,2023-05-09,2023-05-11,PROD367,Right-sized dynamic groupware,Electronics,Central,Denver,1.0,557.24,0.2,445.79,PayPal,VIP,
ORD001899,CUST01083,Nina Morales,mariefischer@example.com,2024-05-25,2024-05-29,PROD509,Streamlined analyzing info-mediaries,Home & Garden,South,New Orleans,7.0,432.32,0.0,3026.24,PayPal,Returning,5.0
ORD001900,CUST00268,Christopher Schultz,deannaevans@example.org,2024-02-22,2024-02-27,PROD896,Assimilated grid-enabled policy,Electronics,Central,Kansas City,4.0,528.27,0.2,1690.46,Apple Pay,VIP,
ORD001901,CUST00087,Lisa Morris,danielsyvonne@example.net,2024-10-08,2024-10-15,PROD291,Balanced intangible hardware,Electronics,West,Seattle,6.0,455.81,0.2,2187.89,PAYPAL,VIP,1.0
ORD001902,CUST01180,Linda Tran,brianguerrero@example.net,2024-01-22,2024-01-27,PROD211,Monitored context-sensitive challenge,Clothing,North,Milwaukee,-5.0,518.54,0.1,-2333.43,,Returning,5.0
ORD001903,CUST00127,Wendy Barnes,kevinbradford@example.org,2023-12-06,2023-12-18,PROD398,Balanced dynamic emulation,home & garden,South,Miami,8.0,368.01,0.15,2502.47,Debit Card,New,
ORD001904,CUST00290,Stephen White,karen53@example.com,2024-06-22,2024-06-27,PROD999,Multi-tiered interactive access,Sports,East,Boston,2.0,239.86,0.0,479.72,,New,2.0
ORD001905,CUST00662,Deborah Scott,stacey85@example.net,2024-10-08,2024-10-19,PROD185,Devolved user-facing application,Electronics,South,Houston,-4.0,85.15,0.15,-289.51,,Returning,4.0
ORD001906,CUST01075,Kelly Burgess,alejandrabaker@example.org,2023-04-08,2023-04-16,PROD209,Automated holistic software,CLOTHING,East,Washington DC,7.0,7772.43,0.15,2787.28,Apple Pay,New,2.0
ORD001907,CUST00541,Michael Hill,josephjacobs@example.org,2023-09-08,2023-09-20,PROD103,Synergistic context-sensitive artificial intelligence,Clothing,Central,Dallas,8.0,383.92,0.05,2917.79,credit card,New,3.0
ORD001908,CUST01078,Brian Parker,xwright@example.com,2023-05-18,2023-05-19,PROD642,Multi-lateral national contingency,Electronics,Central,Kansas City,2.0,486.07,0.2,777.71,PAYPAL,New,2.0
ORD001909,CUST00303,Judy Valdez,margaretbush@example.org,2023-06-24,2023-07-06,PROD137,Progressive 5thgeneration strategy,Electronics,West,San Francisco,4.0,365.91,0.1,1317.28,PAYPAL,Returning,2.0
ORD001910,CUST00878,Joseph Cruz,colemancynthia@example.net,2023-02-13,,PROD231,Function-based demand-driven knowledge user,Sports,Central,Nashville,6.0,146.4,0.05,834.48,PAYPAL,New,1.0
ORD001911,CUST00056,Mr. Zachary Blake,emily16@example.net,2024-06-16,2024-06-20,PROD279,Public-key grid-enabled migration,Clothing,South,Houston,7.0,531.3,0.0,3719.1,PayPal,VIP,3.0
ORD001912,CUST00994,Mitchell Johnson,kim69@example.org,2024-06-05,2024-06-14,PROD951,Virtual directional ability,Electronics,North,Milwaukee,2.0,293.8,0.2,470.08,credit card,VIP,1.0
ORD001913,CUST00612,Nicole Gutierrez,joshua80@example.com,2024-07-21,2024-07-22,PROD517,Networked attitude-oriented strategy,Books,South,Miami,8.0,469.24,0.0,3753.92,Debit Card,Returning,5.0
ORD001914,CUST01040,Carol Sims,deckerjennifer@example.com,2023-04-15,2023-04-26,PROD286,Streamlined bandwidth-monitored workforce,Clothing,North,Chicago,1.0,365.38,0.0,365.38,credit card,VIP,3.0
ORD001915,CUST00770,Taylor Swanson,mezapaula@example.org,2024-02-17,2024-02-27,PROD863,User-centric impactful encoding,Sports,Central,Denver,7.0,461.14,0.1,2905.18,credit card,Returning,
ORD001916,CUST01165,James Warner,davidjones@example.com,2024-06-18,2024-06-23,PROD417,Open-architected static implementation,Electronics,West,Los Angeles,-6.0,349.67,0.15,-1783.32,PAYPAL,VIP,2.0
ORD001917,CUST00881,Alec Phelps,pmccormick@example.org,2023-04-21,2023-04-24,PROD671,Object-based real-time ability,Books,South,Atlanta,4.0,180.19,0.0,720.76,Apple Pay,Returning,4.0
ORD001918,CUST00468,Nichole Clark,williamstanner@example.com,2024-10-19,2024-10-27,PROD349,Extended global workforce,Electronics,West,Los Angeles,4.0,189.15,0.15,643.11,,New,5.0
ORD001919,CUST01160,Frank Sloan,reyeslisa@example.com,2023-01-04,2023-01-10,PROD704,Multi-lateral attitude-oriented software,CLOTHING,North,Minneapolis,2.0,589.05,0.15,1001.38,,Returning,4.0
ORD001920,CUST00444,Patricia Hebert,,2024-07-17,2024-07-24,PROD249,Cloned multi-state info-mediaries,Sports,East,New York,6.0,247.12,0.0,1482.72,PAYPAL,Returning,5.0
ORD001921,CUST00637,Amy Hodges,richard44@example.com,2023-09-15,2023-09-19,PROD268,Upgradable cohesive instruction set,Books,East,New York,7.0,327.17,0.0,2290.19,Debit Card,New,
ORD001922,CUST00240,Barbara Mack,jmoreno@example.net,2024-09-06,2024-09-13,PROD933,Stand-alone tertiary approach,CLOTHING,Central,Nashville,7.0,42.25,0.0,295.75,PAYPAL,VIP,
ORD001923,CUST00150,Danielle Peters,mthomas@example.net,2023-03-09,2023-03-16,PROD634,Robust 3rdgeneration knowledgebase,Home & Garden,North,Chicago,5.0,52.66,0.15,223.8,,VIP,
ORD001924,CUST00903,Zachary Smith,thompsonchristian@example.org,2023-02-21,2023-03-05,PROD243,Multi-layered contextually-based support,Clothing,West,San Francisco,5.0,165.72,0.05,787.17,PAYPAL,VIP,
ORD001925,CUST00972,Vanessa Cooper,kimemily@example.org,2023-12-19,2023-12-20,PROD168,Virtual modular policy,Home & Garden,South,Atlanta,2.0,448.79,0.05,852.7,PayPal,New,5.0
ORD001926,CUST00644,Miss Caitlyn Duke,xgonzalez@example.com,2023-03-10,2023-03-14,PROD578,Customizable real-time toolset,Electronics,Central,Kansas City,8.0,143.11,0.0,1144.88,Credit Card,Returning,2.0
ORD001927,CUST00865,Carolyn York,kimberly53@example.com,2023-03-22,2023-04-01,PROD687,Operative explicit success,Electronics,South,Houston,7.0,72.01,0.2,403.26,Apple Pay,New,2.0
ORD001928,CUST00346,Jose Goodwin,gjackson@example.org,2024-11-14,2024-11-23,PROD937,Multi-tiered asynchronous product,Clothing,West,Los Angeles,5.0,357.57,0.15,1519.67,PayPal,New,1.0
ORD001929,CUST00222,Angela Morgan,patrick54@example.net,2023-07-29,2023-08-09,PROD291,Centralized zero administration pricing structure,Clothing,South,New Orleans,2.0,242.02,0.1,435.64,PAYPAL,New,1.0
ORD001930,CUST00697,Jennifer Gonzalez,samanthawade@example.net,2023-04-15,2023-04-26,PROD536,Public-key fresh-thinking middleware,Electronics,West,San Francisco,7.0,107.11,0.1,674.79,Debit Card,VIP,5.0
ORD001931,CUST00469,Zachary Contreras,gonzalesfred@example.com,2024-06-11,2024-06-14,PROD657,Distributed national firmware,Home & Garden,South,Houston,6.0,248.01,0.0,1488.06,Apple Pay,Returning,1.0
ORD001932,CUST01062,Roger Baxter,ihutchinson@example.com,17/12/2024,2024-12-18,PROD653,Reverse-engineered background matrices,Clothing,West,Portland,8.0,145.39,0.05,1104.96,credit card,Returning,2.0
ORD001933,CUST00750,Claire Hogan,,2023-12-02,2023-12-13,PROD514,Progressive grid-enabled matrix,Electronics,South,Miami,7.0,408.85,0.15,2432.66,credit card,New,
ORD001934,CUST00081,Vincent Joseph,cantrellmeghan@example.com,2024-08-07,2024-08-10,PROD654,Mandatory grid-enabled moratorium,Clothing,South,Houston,7.0,581.51,0.2,3256.46,,VIP,2.0
ORD001935,CUST00888,Kenneth Rodriguez,daniel44@example.org,2023-12-05,2023-12-06,PROD233,Proactive transitional structure,CLOTHING,South,Houston,4.0,399.08,0.1,1436.69,,New,
ORD001936,CUST00938,Curtis Christensen,ramirezrandy@example.org,2024-10-24,,PROD283,Object-based motivating pricing structure,Clothing,Central,Dallas,8.0,377.51,0.1,2718.07,,Returning,4.0
ORD001937,CUST00160,Christopher Sherman,lorispears@example.net,2024-07-06,2024-07-17,PROD644,Reactive multi-tasking complexity,Electronics,West,San Francisco,8.0,168.57,0.2,1078.85,,New,5.0
ORD001938,CUST00656,Jerry Meyer,linda46@example.org,2024-06-01,2024-06-09,PROD425,Versatile real-time monitoring,Books,Central,Nashville,-3.0,503.04,0.0,-1509.12,Credit Card,New,2.0
ORD001939,CUST00739,Ronald Garcia,philip18@example.org,2023-02-23,2023-03-07,PROD139,Distributed holistic extranet,Clothing,South,Miami,1.0,399.82,0.2,319.86,Credit Card,New,5.0
ORD001940,CUST00402,Katie Mcbride,pruittlogan@example.com,2024-01-19,2024-01-24,PROD236,User-friendly object-oriented software,Clothing,South,Miami,7.0,279.11,0.05,1856.08,credit card,Returning,3.0
ORD001941,CUST00534,Sarah Mcmahon,tsanders@example.org,2023-07-19,2023-07-28,PROD594,Extended 5thgeneration policy,CLOTHING,West,San Francisco,2.0,207.41,0.0,414.82,PayPal,New,5.0
ORD001942,CUST00758,Dawn Carroll,markreynolds@example.net,2024-08-26,2024-08-30,PROD478,Enterprise-wide 24hour support,electronics,South,New Orleans,4.0,209.28,0.1,753.41,credit card,Returning,3.0
ORD001943,CUST00536,Martin Cooper,shannonrios@example.org,2023-01-17,2023-01-27,PROD624,Mandatory well-modulated capacity,Clothing,West,Seattle,8.0,464.94,0.0,3719.52,Credit Card,VIP,1.0
ORD001944,CUST00078,Christopher Roberts,fowens@example.net,2023-06-18,2023-06-19,PROD210,Profit-focused fresh-thinking flexibility,Electronics,West,Portland,6.0,351.28,0.0,2107.68,PayPal,New,2.0
ORD001945,CUST00200,Lucas Greene,hdixon@example.com,2024-09-26,2024-09-30,PROD372,Customer-focused full-range help-desk,Books,South,Miami,-8.0,438.07,0.1,-3154.1,Debit Card,Returning,
ORD001946,CUST01084,Leonard Gonzalez,fweaver@example.net,2023-03-31,2023-04-01,PROD850,Re-engineered reciprocal concept,Books,North,Minneapolis,3.0,276.7,0.1,747.09,PAYPAL,Returning,3.0
ORD001947,CUST00678,Patricia Robinson,wilsonstephanie@example.com,2023-08-29,2023-09-07,PROD984,Fundamental foreground task-force,Home & Garden,East,Boston,6.0,244.31,0.0,1465.86,,Returning,
ORD001948,CUST01045,David Elliott,taylor49@example.net,2023-10-14,2023-10-19,PROD702,Digitized even-keeled knowledgebase,electronics,West,Portland,3.0,298.16,0.0,894.48,PayPal,Returning,3.0
ORD001949,CUST00877,Jasmin Williamson,walkerkevin@example.net,2023-07-02,2023-07-11,PROD259,Ergonomic systemic hierarchy,Electronics,Central,Kansas City,-2.0,580.74,0.2,-929.18,PayPal,Returning,5.0
ORD001950,CUST00650,Richard Sawyer,fieldsmatthew@example.com,2023-08-31,,PROD668,Managed next generation methodology,Sports,South,Houston,2.0,10098.95,0.2,768.94,credit card,New,3.0
ORD001951,CUST00455,George Huffman,mark23@example.org,2024-01-31,2024-02-10,PROD523,Public-key context-sensitive framework,Sports,East,Washington DC,8.0,90.72,0.2,580.61,Credit Card,New,
ORD001952,CUST00355,Kathryn Foster,jeffrey96@example.org,2024-01-13,2024-01-18,PROD229,Decentralized upward-trending workforce,Electronics,Central,Denver,2.0,317.87,0.2,508.59,Debit Card,VIP,
ORD001953,CUST00502,Alex Jones,austinburton@example.net,2024-10-01,2024-10-03,PROD645,Virtual intangible core,Electronics,North,Minneapolis,1.0,531.86,0.1,478.67,Apple Pay,Returning,
ORD001954,CUST00744,Bernard Wright,fwatson@example.com,2023-07-01,2023-07-04,PROD133,Compatible fault-tolerant pricing structure,electronics,North,Milwaukee,8.0,281.24,0.0,2249.92,,New,
ORD001955,CUST00373,Destiny Baker,cgreene@example.net,2024-11-04,2024-11-13,PROD320,Reactive logistical workforce,Clothing,West,Portland,2.0,238.53,0.1,429.35,PAYPAL,Returning,2.0
ORD001956,CUST00439,David Contreras,ssmith@example.org,2023-01-30,2023-02-05,PROD773,Re-engineered didactic attitude,Electronics,Central,Denver,3.0,348.11,0.1,939.9,Credit Card,Returning,2.0
ORD001957,CUST01183,Ashley Martinez,sarahjones@example.org,2023-08-31,2023-09-03,PROD225,Centralized 24hour functionalities,Clothing,Central,Denver,6.0,422.97,0.0,2537.82,credit card,Returning,
