order_id,customer_id,customer_name,email,order_date,ship_date,product_id,product_name,category,region,city,quantity,unit_price,discount,revenue,payment_method,customer_segment,rating,is_shipped,is_price_outlier,is_return,order_year,order_month,order_quarter,order_month_name,order_day_of_week,revenue_per_unit,customer_ltv
ORD001371,CUST00022,Sarah Smith,zhaynes@example.org,2024-04-25,2024-04-27 00:00:00.000000000,PROD289,Intuitive bi-directional Graphic Interface,Clothing,Central,Dallas,1,44.42,0.15,37.76,Credit Card,New,3.0,1,0,0,2024,4,2,Apr,Thursday,37.76,3863.8300000000004
ORD001372,CUST00203,Kristin Munoz,randy54@example.com,2023-12-27,2023-12-30 00:00:00.000000000,PROD275,Switchable discrete strategy,Electronics,East,Philadelphia,4,305.42,0.0,1221.68,Credit Card,New,3.0,1,0,0,2023,12,4,Dec,Wednesday,305.42,5081.62
ORD001373,CUST00371,Laura Johnson,butlersteven@example.com,2024-05-31,2024-06-12 00:00:00.000000000,PROD879,Face-to-face context-sensitive Local Area Network,Home & Garden,North,Detroit,3,266.6,0.0,799.8,Credit Card,Returning,5.0,1,0,0,2024,5,2,May,Friday,266.6,9620.86
ORD001374,CUST00237,Patricia Thompson,susan23@example.com,2024-01-05,2024-01-17 00:00:00.000000000,PROD331,Focused transitional matrix,Clothing,South,New Orleans,1,53.94,0.05,51.24,PayPal,VIP,4.0,1,0,0,2024,1,1,Jan,Friday,51.24,8937.21
ORD001375,CUST00216,Ashley Smith,lucasray@example.com,2024-05-02,2024-05-13 00:00:00.000000000,PROD811,Intuitive exuding emulation,Clothing,South,Houston,1,599.24,0.05,569.28,Credit Card,Returning,2.0,1,0,0,2024,5,2,May,Thursday,569.28,2211.69
ORD001376,CUST00870,John Miller,crystalburns@example.org,2023-07-23,2023-07-29 00:00:00.000000000,PROD908,Decentralized mobile implementation,Electronics,North,Minneapolis,7,78.04,0.2,437.02,Apple Pay,New,3.0,1,0,0,2023,7,3,Jul,Sunday,62.43,3748.3100000000004
ORD001377,CUST01003,Katherine Williams,smithbilly@example.com,2024-05-11,2024-05-20 00:00:00.000000000,PROD169,User-friendly interactive utilization,Clothing,Central,Nashville,8,69.28,0.0,554.24,Credit Card,VIP,4.0,1,0,0,2024,5,2,May,Saturday,69.28,2431.87
ORD001378,CUST01065,Elizabeth Cox,allisonavila@example.com,2023-06-06,2023-06-11 00:00:00.000000000,PROD367,Open-source tangible complexity,Sports,Central,Kansas City,2,457.3,0.15,777.41,PayPal,VIP,5.0,1,0,0,2023,6,2,Jun,Tuesday,388.7,9019.48
ORD001379,CUST00942,Daniel Jones,unknown,2024-03-16,2024-03-18 00:00:00.000000000,PROD268,Grass-roots intangible Local Area Network,Clothing,North,Chicago,6,512.46,0.05,2921.02,Debit Card,New,4.0,1,0,0,2024,3,1,Mar,Saturday,486.84,5483.25
ORD001380,CUST00321,Ana Jensen,weavercharles@example.com,2024-08-05,2024-08-16 00:00:00.000000000,PROD461,Customer-focused maximized ability,Home & Garden,West,Los Angeles,8,288.17,0.2,1844.29,PayPal,New,1.0,1,0,0,2024,8,3,Aug,Monday,230.54,10875.970000000001
ORD001381,CUST00699,Eric Ferguson,barbara13@example.net,2023-05-12,2023-05-18 00:00:00.000000000,PROD350,Enterprise-wide incremental info-mediaries,Clothing,Central,Dallas,1,460.29,0.15,391.25,Credit Card,New,1.0,1,0,0,2023,5,2,May,Friday,391.25,943.33
ORD001382,CUST00866,Tyler Martin,bensonsarah@example.com,2023-04-28,2023-05-04 00:00:00.000000000,PROD424,Self-enabling national projection,Electronics,North,Minneapolis,6,27.24,0.15,138.92,Apple Pay,New,1.0,1,0,0,2023,4,2,Apr,Friday,23.15,4701.29
ORD001383,CUST00696,Kimberly Pitts,maxwellbradley@example.com,2024-12-08,2024-12-19 00:00:00.000000000,PROD906,Adaptive impactful definition,Electronics,West,Los Angeles,8,304.15,0.2,1946.56,PayPal,Returning,3.0,1,0,0,2024,12,4,Dec,Sunday,243.32,5912.54
ORD001384,CUST01185,Justin Martinez,jameskelly@example.org,2023-11-01,2023-11-11 00:00:00.000000000,PROD314,Cross-group methodical ability,Clothing,East,New York,4,376.62,0.0,1506.48,Credit Card,Returning,3.0,1,0,0,2023,11,4,Nov,Wednesday,376.62,8756.23
ORD001385,CUST01056,Michelle Holmes,zmaddox@example.org,2024-03-19,2024-03-30 00:00:00.000000000,PROD983,Phased intermediate moderator,Home & Garden,Central,Kansas City,-4,251.52,0.0,-1006.08,Apple Pay,New,3.0,1,0,1,2024,3,1,Mar,Tuesday,251.52,3151.18
ORD001386,CUST00123,Mrs. Natasha Huff,alan01@example.com,2024-10-15,2024-10-24 00:00:00.000000000,PROD407,Focused global structure,Books,West,Seattle,7,561.11,0.15,3338.6,Apple Pay,New,3.0,1,0,0,2024,10,4,Oct,Tuesday,476.94,6186.54
ORD001387,CUST00484,Susan Santiago,jenniferbeard@example.net,2024-02-27,2024-03-03 00:00:00.000000000,PROD575,User-friendly client-driven policy,Books,North,Detroit,3,157.59,0.1,425.49,Apple Pay,Returning,1.0,1,0,0,2024,2,1,Feb,Tuesday,141.83,1954.58
ORD001388,CUST00087,Michelle Barker,moorealbert@example.net,2023-10-07,2023-10-13 13:25:29.142857144,PROD716,Right-sized system-worthy contingency,Electronics,South,Atlanta,5,396.91,0.0,1984.55,Credit Card,VIP,4.0,0,0,0,2023,10,4,Oct,Saturday,396.91,7198.0
ORD001389,CUST01025,James Shields,patricia40@example.com,2024-02-11,2024-02-23 00:00:00.000000000,PROD357,Assimilated fault-tolerant orchestration,Books,East,New York,4,71.6,0.15,243.44,Credit Card,New,1.0,1,0,0,2024,2,1,Feb,Sunday,60.86,4311.5
ORD001390,CUST00296,Jessica Edwards,wangalyssa@example.com,2024-08-21,2024-09-02 00:00:00.000000000,PROD157,Streamlined executive encoding,Clothing,East,Philadelphia,4,561.62,0.0,2246.48,PayPal,Returning,1.0,1,0,0,2024,8,3,Aug,Wednesday,561.62,3553.55
ORD001391,CUST00744,Melissa Brown,allisonpark@example.net,2024-05-01,2024-05-12 00:00:00.000000000,PROD135,Cross-platform logistical collaboration,Clothing,East,Washington DC,5,528.26,0.0,2641.3,Credit Card,Returning,1.0,1,0,0,2024,5,2,May,Wednesday,528.26,9589.720000000001
ORD001392,CUST00250,Matthew Mahoney,barnestanya@example.org,2024-07-19,2024-07-26 00:00:00.000000000,PROD361,Profit-focused mission-critical info-mediaries,Clothing,South,Miami,-6,542.38,0.15,-2766.14,PayPal,Returning,3.0,1,0,1,2024,7,3,Jul,Friday,461.02,4526.150000000001
ORD001393,CUST00165,Martin Anderson,jessicaoconnor@example.org,2024-03-25,2024-04-05 00:00:00.000000000,PROD834,Sharable mobile firmware,Clothing,South,Atlanta,7,474.64,0.0,3322.48,PayPal,New,2.0,1,0,0,2024,3,1,Mar,Monday,474.64,6085.13
ORD001395,CUST00841,Janet Wilson,michael33@example.com,2024-06-12,2024-06-24 00:00:00.000000000,PROD803,Decentralized intangible productivity,Home & Garden,South,Atlanta,3,508.94,0.15,1297.8,PayPal,Returning,2.0,1,0,0,2024,6,2,Jun,Wednesday,432.6,1803.53
ORD001396,CUST00460,Jesse House,unknown,2024-01-12,2024-01-15 00:00:00.000000000,PROD191,Profound leadingedge capability,Clothing,North,Milwaukee,7,567.13,0.1,3572.92,Debit Card,New,3.0,1,0,0,2024,1,1,Jan,Friday,510.42,8020.35
ORD001397,CUST00349,Robert Williams,qsmith@example.org,2024-02-15,2024-02-25 00:00:00.000000000,PROD564,Right-sized secondary policy,Home & Garden,South,Houston,5,93.8,0.0,469.0,Apple Pay,New,3.0,1,0,0,2024,2,1,Feb,Thursday,93.8,4486.7
ORD001398,CUST00424,Samantha Peterson,leeerickson@example.org,2023-09-30,2023-10-05 00:00:00.000000000,PROD518,Balanced fresh-thinking circuit,Books,South,Atlanta,7,82.47,0.2,461.83,Credit Card,New,3.0,1,0,0,2023,9,3,Sep,Saturday,65.98,4923.93
ORD001399,CUST00273,Phillip Prince,loganwilliams@example.net,2023-09-12,2023-09-18 00:00:00.000000000,PROD533,Cloned 24/7 help-desk,Sports,South,New Orleans,8,56.01,0.05,425.68,PayPal,New,5.0,1,0,0,2023,9,3,Sep,Tuesday,53.21,5004.26
ORD001400,CUST00094,Christopher Garcia,unknown,2023-12-07,2023-12-11 00:00:00.000000000,PROD235,Horizontal multimedia neural-net,Home & Garden,North,Chicago,6,598.06,0.15,3050.11,Credit Card,New,2.0,1,0,0,2023,12,4,Dec,Thursday,508.35,11959.94
ORD001401,CUST01087,Gabrielle Hernandez,josephstephens@example.org,2024-05-30,2024-06-07 00:00:00.000000000,PROD954,Monitored value-added Internet solution,Clothing,East,Boston,8,83.49,0.0,667.92,PayPal,VIP,3.0,1,0,0,2024,5,2,May,Thursday,83.49,8681.92
ORD001402,CUST00310,Duane Chan,aliciastone@example.org,2024-06-13,2024-06-19 00:00:00.000000000,PROD155,Proactive bifurcated encoding,Home & Garden,East,Philadelphia,3,192.75,0.05,549.34,Credit Card,Returning,2.0,1,0,0,2024,6,2,Jun,Thursday,183.11,6138.300000000001
ORD001403,CUST00994,Kimberly Stewart,jenniferlawson@example.net,2023-04-29,2023-05-07 00:00:00.000000000,PROD308,Devolved responsive synergy,Electronics,West,Portland,6,593.35,0.1,3204.09,Debit Card,Returning,3.0,1,0,0,2023,4,2,Apr,Saturday,534.02,3971.29
ORD001404,CUST00370,Paula Compton,mayoronnie@example.net,2024-07-30,2024-08-10 00:00:00.000000000,PROD126,Virtual local neural-net,Sports,Central,Kansas City,1,317.98,0.1,286.18,Credit Card,New,3.0,1,0,0,2024,7,3,Jul,Tuesday,286.18,9250.07
ORD001405,CUST00983,Matthew Melendez,ronniecarlson@example.org,2023-11-28,2023-12-01 00:00:00.000000000,PROD771,Implemented contextually-based neural-net,Electronics,Central,Dallas,-8,499.27,0.15,-3395.04,Apple Pay,New,3.0,1,0,1,2023,11,4,Nov,Tuesday,424.38,4136.96
ORD001406,CUST00145,Oscar Giles,tgonzalez@example.org,2023-08-05,2023-08-06 00:00:00.000000000,PROD889,Implemented attitude-oriented frame,Books,Central,Denver,5,197.29,0.0,986.45,Credit Card,New,2.0,1,0,0,2023,8,3,Aug,Saturday,197.29,8520.529999999999
ORD001407,CUST00886,Beth Anderson,yolandabuchanan@example.org,2024-02-17,2024-02-22 00:00:00.000000000,PROD198,Phased coherent capacity,Sports,South,New Orleans,3,76.76,0.05,218.77,Credit Card,New,4.0,1,0,0,2024,2,1,Feb,Saturday,72.92,2293.62
ORD001408,CUST00755,Joshua Coleman,oramirez@example.net,2023-10-02,2023-10-12 00:00:00.000000000,PROD574,Visionary asynchronous open architecture,Sports,West,Portland,-2,455.11,0.2,-728.18,Credit Card,Returning,2.0,1,0,1,2023,10,4,Oct,Monday,364.09,2332.34
ORD001409,CUST00616,Chad Brady,sgarza@example.net,2023-10-25,2023-11-02 00:00:00.000000000,PROD146,Cross-platform neutral frame,Home & Garden,West,Los Angeles,-8,183.73,0.0,-1469.84,Credit Card,Returning,1.0,1,0,1,2023,10,4,Oct,Wednesday,183.73,1388.78
ORD001410,CUST00948,Jessica Cardenas,jennifer59@example.net,2023-12-30,2024-01-04 00:00:00.000000000,PROD404,Face-to-face impactful artificial intelligence,Sports,West,Seattle,1,72.79,0.15,61.87,Credit Card,Returning,3.0,1,0,0,2023,12,4,Dec,Saturday,61.87,12281.029999999999
ORD001411,CUST00532,Tony Gilbert,saundersanthony@example.net,2023-12-16,2023-12-19 00:00:00.000000000,PROD275,Focused 24hour knowledge user,Electronics,West,Seattle,-2,449.48,0.1,-809.06,Apple Pay,Returning,3.0,1,0,1,2023,12,4,Dec,Saturday,404.53,10614.05
ORD001412,CUST00809,Gina Jones,katiemartinez@example.net,2023-11-07,2023-11-17 00:00:00.000000000,PROD812,Customizable 24/7 implementation,Books,Central,Nashville,6,415.94,0.15,2121.29,PayPal,New,4.0,1,0,0,2023,11,4,Nov,Tuesday,353.55,5901.92
ORD001413,CUST00950,Chad Owens,jacksondonald@example.org,2024-03-22,2024-04-02 00:00:00.000000000,PROD555,Organic cohesive benchmark,Electronics,South,Atlanta,4,56.23,0.2,179.94,Apple Pay,New,4.0,1,0,0,2024,3,1,Mar,Friday,44.98,2827.5499999999997
ORD001414,CUST00211,Robert Johnson,lpatton@example.net,2023-07-26,2023-07-31 00:00:00.000000000,PROD710,Re-contextualized client-server help-desk,Sports,Central,Denver,7,35.3,0.0,247.1,PayPal,New,4.0,1,0,0,2023,7,3,Jul,Wednesday,35.3,11440.17
ORD001415,CUST01134,Allen Moran,vbaker@example.net,2023-08-26,2023-09-07 00:00:00.000000000,PROD761,Public-key content-based flexibility,Electronics,West,Portland,1,256.09,0.0,256.09,Credit Card,Returning,2.0,1,0,0,2023,8,3,Aug,Saturday,256.09,2663.75
ORD001416,CUST00695,Nicole Gibbs,esoto@example.com,2024-04-25,2024-05-01 00:00:00.000000000,PROD840,Team-oriented transitional capability,Home & Garden,East,Boston,4,354.66,0.15,1205.84,Apple Pay,Returning,3.0,1,0,0,2024,4,2,Apr,Thursday,301.46,6401.28
ORD001417,CUST00355,Nicholas Martinez,sherry95@example.org,2023-06-15,2023-06-25 00:00:00.000000000,PROD410,User-friendly incremental concept,Electronics,East,Washington DC,2,401.9,0.0,803.8,Credit Card,New,1.0,1,0,0,2023,6,2,Jun,Thursday,401.9,5962.150000000001
ORD001418,CUST00882,Karina Petty,sharon75@example.net,2024-01-01,2024-01-12 00:00:00.000000000,PROD903,Upgradable executive paradigm,Electronics,East,Philadelphia,1,485.06,0.0,485.06,Credit Card,Returning,5.0,1,0,0,2024,1,1,Jan,Monday,485.06,501.38
ORD001419,CUST00937,Maria Burton,hooddaniel@example.com,2024-12-07,2024-12-16 00:00:00.000000000,PROD978,Right-sized system-worthy installation,Sports,East,Boston,2,425.31,0.05,808.09,PayPal,Returning,5.0,1,0,0,2024,12,4,Dec,Saturday,404.04,2300.23
ORD001420,CUST00905,Melissa Oconnor,kbruce@example.com,2024-10-07,2024-10-09 00:00:00.000000000,PROD938,Phased multimedia moderator,Electronics,North,Detroit,6,98.43,0.0,590.58,PayPal,New,4.0,1,0,0,2024,10,4,Oct,Monday,98.43,4753.620000000001
ORD001421,CUST00850,Megan Williams,amberwilson@example.net,2024-04-30,2024-05-06 00:00:00.000000000,PROD333,Virtual systematic hierarchy,Clothing,North,Detroit,3,55.71,0.0,167.13,Apple Pay,Returning,4.0,1,0,0,2024,4,2,Apr,Tuesday,55.71,6563.42
ORD001422,CUST00143,Jamie Hester,nsmith@example.com,2023-01-31,2023-02-08 00:00:00.000000000,PROD877,Progressive content-based knowledge user,Electronics,West,Seattle,1,431.99,0.1,388.79,Credit Card,New,5.0,1,0,0,2023,1,1,Jan,Tuesday,388.79,388.79
ORD001423,CUST00705,Jamie Martinez,unknown,2024-03-05,2024-03-12 00:00:00.000000000,PROD556,Grass-roots upward-trending firmware,Electronics,North,Minneapolis,5,434.32,0.0,2171.6,Credit Card,Returning,5.0,1,0,0,2024,3,1,Mar,Tuesday,434.32,7999.389999999999
ORD001424,CUST00686,Mary Moore,patricia95@example.net,2024-10-26,2024-11-02 00:00:00.000000000,PROD318,Optimized hybrid process improvement,Books,West,Seattle,5,55.15,0.1,248.18,Credit Card,New,3.0,1,0,0,2024,10,4,Oct,Saturday,49.64,7142.83
ORD001425,CUST00866,Robert Smith,ruizleah@example.com,2023-01-29,2023-02-07 00:00:00.000000000,PROD462,Pre-emptive mission-critical alliance,Sports,South,Houston,4,500.18,0.0,2000.72,PayPal,Returning,1.0,1,0,0,2023,1,1,Jan,Sunday,500.18,4701.29
ORD001426,CUST01192,Mark Macdonald,harriscarla@example.org,2024-08-09,2024-08-21 00:00:00.000000000,PROD458,Mandatory human-resource budgetary management,Electronics,West,Seattle,6,589.86,0.2,2831.33,Credit Card,Returning,3.0,1,0,0,2024,8,3,Aug,Friday,471.89,8633.37
ORD001427,CUST00395,Derrick Mcneil,sydneyrichardson@example.com,2024-01-22,2024-01-31 00:00:00.000000000,PROD183,Right-sized fresh-thinking parallelism,Books,Central,Denver,2,200.07,0.1,360.13,Apple Pay,VIP,4.0,1,0,0,2024,1,1,Jan,Monday,180.06,12922.91
ORD001428,CUST00809,Amy Roach,aaron23@example.com,2023-03-21,2023-03-27 00:00:00.000000000,PROD601,Fully-configurable scalable flexibility,Sports,South,New Orleans,7,355.0,0.1,2236.5,Apple Pay,Returning,2.0,1,0,0,2023,3,1,Mar,Tuesday,319.5,5901.92
ORD001429,CUST00970,David Hernandez,unknown,2024-05-11,2024-05-23 00:00:00.000000000,PROD972,Multi-channeled client-driven project,Home & Garden,Central,Denver,2,418.21,0.05,794.6,Credit Card,New,3.0,1,0,0,2024,5,2,May,Saturday,397.3,9901.42
ORD001430,CUST00058,Barry Patterson,amy50@example.net,2023-05-01,2023-05-07 00:00:00.000000000,PROD390,Digitized mission-critical conglomeration,Clothing,North,Detroit,-6,185.44,0.05,-1057.01,PayPal,Returning,1.0,1,0,1,2023,5,2,May,Monday,176.17,5734.34
ORD001431,CUST00773,Joseph Rodriguez,keithhebert@example.org,2023-03-11,2023-03-12 00:00:00.000000000,PROD571,Extended non-volatile framework,Home & Garden,North,Minneapolis,5,341.63,0.0,1708.15,Credit Card,Returning,3.0,1,0,0,2023,3,1,Mar,Saturday,341.63,3672.57
ORD001432,CUST00695,Kevin Baker,smolina@example.net,2024-10-01,2024-10-12 00:00:00.000000000,PROD986,User-centric hybrid function,Sports,East,New York,7,143.53,0.05,954.47,Credit Card,Returning,3.0,1,0,0,2024,10,4,Oct,Tuesday,136.35,6401.28
ORD001433,CUST00388,Chelsea Jones,schneiderjames@example.com,2024-10-21,2024-10-27 13:25:29.142857144,PROD119,Organic 5thgeneration circuit,Electronics,East,New York,1,574.59,0.1,517.13,Debit Card,New,3.0,0,0,0,2024,10,4,Oct,Monday,517.13,6474.83
ORD001434,CUST00048,Laurie Santiago,michael17@example.com,2023-03-28,2023-04-03 13:25:29.142857144,PROD193,Networked zero tolerance framework,Sports,Central,Nashville,7,355.39,0.05,2363.34,Credit Card,Returning,3.0,0,0,0,2023,3,1,Mar,Tuesday,337.62,10453.03
ORD001435,CUST00667,James Wilson,patricksalinas@example.net,2023-09-19,2023-09-21 00:00:00.000000000,PROD431,Ameliorated bi-directional hardware,Electronics,South,Atlanta,7,408.77,0.0,2861.39,PayPal,VIP,1.0,1,0,0,2023,9,3,Sep,Tuesday,408.77,2921.5499999999997
ORD001436,CUST00125,Barbara Williams,murphyronald@example.com,2024-09-03,2024-09-13 00:00:00.000000000,PROD119,Pre-emptive national knowledgebase,Clothing,South,Atlanta,-7,569.87,0.0,-3989.09,Credit Card,Returning,2.0,1,0,1,2024,9,3,Sep,Tuesday,569.87,6519.0199999999995
ORD001437,CUST00417,Monica Woods,wmyers@example.net,2023-11-08,2023-11-18 00:00:00.000000000,PROD533,Open-architected coherent strategy,Clothing,Central,Denver,2,508.54,0.1,915.37,Credit Card,Returning,1.0,1,0,0,2023,11,4,Nov,Wednesday,457.68,9458.619999999999
ORD001438,CUST00779,Kevin Eaton,michaelmcdonald@example.com,2024-10-30,2024-11-02 00:00:00.000000000,PROD265,User-centric empowering frame,Electronics,West,Seattle,8,167.62,0.0,1340.96,Credit Card,New,1.0,1,0,0,2024,10,4,Oct,Wednesday,167.62,9473.43
ORD001439,CUST01034,Ashley Henderson,joy77@example.org,2023-05-24,2023-06-05 00:00:00.000000000,PROD870,Switchable holistic Graphical User Interface,Home & Garden,West,Los Angeles,5,527.58,0.0,2637.9,PayPal,New,3.0,1,0,0,2023,5,2,May,Wednesday,527.58,9881.98
ORD001440,CUST00976,Christy Jackson,unknown,2024-04-15,2024-04-25 00:00:00.000000000,PROD502,Team-oriented even-keeled function,Clothing,East,Boston,3,7603.04,0.0,1168.89,PayPal,VIP,3.0,1,1,0,2024,4,2,Apr,Monday,389.63,4462.05
ORD001441,CUST00734,Gregory Black,greyes@example.org,2024-11-18,2024-11-26 00:00:00.000000000,PROD479,Integrated analyzing forecast,Sports,North,Chicago,6,583.36,0.05,3325.15,Apple Pay,New,3.0,1,0,0,2024,11,4,Nov,Monday,554.19,5293.37
ORD001442,CUST00621,Susan Mccullough,laurapatel@example.org,2024-11-27,2024-12-09 00:00:00.000000000,PROD604,Reverse-engineered executive open architecture,Clothing,North,Minneapolis,2,490.69,0.15,834.17,Credit Card,Returning,1.0,1,0,0,2024,11,4,Nov,Wednesday,417.08,8208.1
ORD001443,CUST01159,Veronica Smith,stevenjones@example.org,2023-04-24,2023-04-29 00:00:00.000000000,PROD230,Innovative zero administration methodology,Sports,South,New Orleans,8,106.43,0.0,851.44,Credit Card,VIP,5.0,1,0,0,2023,4,2,Apr,Monday,106.43,6510.030000000001
ORD001444,CUST00005,James Santos,reginaldparrish@example.org,2024-11-25,2024-11-26 00:00:00.000000000,PROD542,Polarized high-level database,Home & Garden,East,Boston,-5,410.0,0.05,-1947.5,Apple Pay,New,3.0,1,0,1,2024,11,4,Nov,Monday,389.5,5312.93
ORD001445,CUST00097,Andrea Hobbs,charlesdean@example.org,2024-05-22,2024-05-28 00:00:00.000000000,PROD183,Expanded dedicated benchmark,Home & Garden,Central,Nashville,-1,530.86,0.0,-530.86,PayPal,New,3.0,1,0,1,2024,5,2,May,Wednesday,530.86,5415.41
ORD001446,CUST00199,Jack Moore,unknown,2023-03-18,2023-03-24 13:25:29.142857144,PROD960,Robust background moratorium,Electronics,South,New Orleans,6,189.93,0.15,968.64,Credit Card,Returning,3.0,0,0,0,2023,3,1,Mar,Saturday,161.44,1287.85
ORD001447,CUST00915,Laura Cordova,qhenry@example.net,2024-06-16,2024-06-20 00:00:00.000000000,PROD968,Seamless responsive contingency,Clothing,North,Minneapolis,-8,459.64,0.15,-3125.55,PayPal,New,3.0,1,0,1,2024,6,2,Jun,Sunday,390.69,5322.13
ORD001448,CUST01146,Ashley Mccarthy,brianjacobs@example.org,2023-11-05,2023-11-15 00:00:00.000000000,PROD985,User-friendly cohesive budgetary management,Sports,West,Los Angeles,2,65.59,0.0,131.18,Credit Card,Returning,4.0,1,0,0,2023,11,4,Nov,Sunday,65.59,4224.530000000001
ORD001449,CUST00054,Jennifer Arroyo,bradleyamber@example.com,2024-03-14,2024-03-24 00:00:00.000000000,PROD169,Object-based background knowledgebase,Sports,West,Portland,6,392.3,0.15,2000.73,PayPal,New,5.0,1,0,0,2024,3,1,Mar,Thursday,333.46,4360.64
ORD001450,CUST00091,Cheryl Johnson,ogonzales@example.net,2023-12-30,2024-01-06 00:00:00.000000000,PROD418,Reactive heuristic emulation,Home & Garden,South,Miami,8,115.62,0.0,924.96,Credit Card,Returning,2.0,1,0,0,2023,12,4,Dec,Saturday,115.62,4356.96
ORD001451,CUST00297,Marie Small,alexandria05@example.net,2024-09-09,2024-09-15 00:00:00.000000000,PROD300,Extended global complexity,Clothing,West,Seattle,1,313.02,0.15,266.07,Credit Card,VIP,3.0,1,0,0,2024,9,3,Sep,Monday,266.07,2383.38
ORD001452,CUST01185,John Cox,mathew40@example.com,2023-07-13,2023-07-24 00:00:00.000000000,PROD997,Diverse eco-centric intranet,Home & Garden,North,Minneapolis,8,361.86,0.0,2894.88,Credit Card,Returning,1.0,1,0,0,2023,7,3,Jul,Thursday,361.86,8756.23
ORD001454,CUST00408,Christine Martinez,bairdsheena@example.com,2023-07-19,2023-07-30 00:00:00.000000000,PROD667,Synchronized asynchronous focus group,Sports,East,Washington DC,6,31.12,0.0,186.72,Debit Card,New,3.0,1,0,0,2023,7,3,Jul,Wednesday,31.12,5743.49
ORD001455,CUST00625,Matthew Wallace,robertsfrank@example.org,2023-01-22,2023-02-02 00:00:00.000000000,PROD918,Team-oriented dedicated adapter,Electronics,East,New York,2,206.34,0.0,412.68,Apple Pay,VIP,1.0,1,0,0,2023,1,1,Jan,Sunday,206.34,5318.68
ORD001456,CUST00880,Vincent Hudson,joseph29@example.org,2023-05-14,2023-05-20 13:25:29.142857144,PROD648,Innovative logistical attitude,Electronics,North,Detroit,7,418.14,0.0,2926.98,Debit Card,New,1.0,0,0,0,2023,5,2,May,Sunday,418.14,13257.06
ORD001457,CUST00964,Francisco Anderson,josephsmith@example.org,2024-06-04,2024-06-14 00:00:00.000000000,PROD869,Upgradable contextually-based definition,Electronics,East,Boston,4,437.74,0.2,1400.77,Apple Pay,Returning,2.0,1,0,0,2024,6,2,Jun,Tuesday,350.19,7005.4
ORD001458,CUST00822,James Robinson,scottanderson@example.net,2024-06-22,2024-07-04 00:00:00.000000000,PROD562,Switchable reciprocal ability,Home & Garden,East,Philadelphia,8,286.89,0.1,2065.61,Apple Pay,New,4.0,1,0,0,2024,6,2,Jun,Saturday,258.2,2065.61
ORD001459,CUST00911,Kimberly Williams,fbeck@example.net,2024-01-19,2024-01-25 13:25:29.142857144,PROD561,Vision-oriented disintermediate artificial intelligence,Home & Garden,West,San Francisco,3,452.22,0.0,1356.66,Apple Pay,New,4.0,0,0,0,2024,1,1,Jan,Friday,452.22,10749.970000000001
ORD001460,CUST00736,Edward Walker,richardchristopher@example.org,2024-01-27,2024-01-28 00:00:00.000000000,PROD383,Robust user-facing data-warehouse,Electronics,East,Philadelphia,4,163.05,0.0,652.2,Credit Card,New,3.0,1,0,0,2024,1,1,Jan,Saturday,163.05,5119.570000000001
ORD001461,CUST00563,Sarah Galloway,mackenziewallace@example.com,2023-12-08,2023-12-12 00:00:00.000000000,PROD656,Virtual incremental database,Sports,North,Detroit,5,185.12,0.2,740.48,Credit Card,Returning,3.0,1,0,0,2023,12,4,Dec,Friday,148.1,4710.93
ORD001462,CUST00306,Mercedes Foster,oherring@example.net,2024-02-20,2024-03-01 00:00:00.000000000,PROD701,Cross-platform contextually-based time-frame,Books,East,Washington DC,1,285.84,0.1,257.26,PayPal,Returning,3.0,1,0,0,2024,2,1,Feb,Tuesday,257.26,2284.29
ORD001463,CUST00856,Timothy Mendoza,jenniferpowers@example.net,2023-03-29,2023-04-04 00:00:00.000000000,PROD231,User-centric attitude-oriented project,Books,West,Seattle,7,463.23,0.15,2756.22,Credit Card,New,3.0,1,0,0,2023,3,1,Mar,Wednesday,393.75,8215.25
ORD001464,CUST01102,Jeremy Kelly,floydclifford@example.com,2023-08-19,2023-08-26 00:00:00.000000000,PROD438,Synchronized radical productivity,Home & Garden,East,Philadelphia,-7,458.89,0.15,-2730.4,PayPal,Returning,5.0,1,0,1,2023,8,3,Aug,Saturday,390.06,8623.869999999999
ORD001465,CUST00973,Laura Smith,lgallegos@example.net,2024-01-26,2024-01-30 00:00:00.000000000,PROD206,Customer-focused systemic software,Clothing,Central,Nashville,2,323.02,0.0,646.04,Debit Card,New,3.0,1,0,0,2024,1,1,Jan,Friday,323.02,10720.58
ORD001466,CUST00597,Christopher Atkins,rhondalowe@example.org,2023-01-28,2023-01-31 00:00:00.000000000,PROD980,Streamlined user-facing methodology,Electronics,Central,Nashville,7,173.87,0.0,1217.09,Apple Pay,New,1.0,1,0,0,2023,1,1,Jan,Saturday,173.87,2606.58
ORD001467,CUST00635,Lindsay Terry,goodwinstanley@example.com,2024-05-04,2024-05-16 00:00:00.000000000,PROD701,Re-contextualized radical access,Electronics,South,New Orleans,4,82.31,0.0,329.24,Credit Card,Returning,3.0,1,0,0,2024,5,2,May,Saturday,82.31,1155.01
ORD001468,CUST01077,Jennifer Cruz,chapmanzachary@example.com,2023-05-27,2023-06-04 00:00:00.000000000,PROD193,Optimized bifurcated orchestration,Electronics,South,Houston,7,364.88,0.0,2554.16,Apple Pay,New,3.0,1,0,0,2023,5,2,May,Saturday,364.88,3801.8399999999997
